Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
203,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3652.7,3655.3,2025-06-04 10:34:00 AM,2025-06-04 10:39:00 AM,GL_B,TP1,$23.60,$3002.60,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$111.00,$87.40,6,
204,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3652.7,3658.0,2025-06-04 10:34:00 AM,2025-06-04 10:41:00 AM,GL_B,TP2,$50.60,$3053.20,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$111.00,$60.40,8,
205,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3652.7,3660.1,2025-06-04 10:34:00 AM,2025-06-04 10:42:00 AM,GL_B,TP3,$71.60,$3124.80,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$111.00,$39.40,9,
206,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3652.7,3663.8,2025-06-04 10:34:00 AM,2025-06-04 10:45:00 AM,GL_B,FullTake,$217.20,$3342.00,$4.80,$0.00,$0.00,$0.00,$0.00,$34.00,$222.00,$4.80,12,
207,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3631.4,3629.6,2025-06-05 11:35:00 AM,2025-06-05 11:41:00 AM,GS,TP1,$15.60,$3357.60,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$113.00,$97.40,7,
208,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3631.4,3626.1,2025-06-05 11:35:00 AM,2025-06-05 11:47:00 AM,GS,TP2,$50.60,$3408.20,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$113.00,$62.40,13,
209,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3631.4,3623.5,2025-06-05 11:35:00 AM,2025-06-05 11:48:00 AM,GS,TP3,$76.60,$3484.80,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$113.00,$36.40,14,
210,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3631.4,3621.8,2025-06-05 11:35:00 AM,2025-06-05 11:49:00 AM,GS,FullTake,$187.20,$3672.00,$4.80,$0.00,$0.00,$0.00,$0.00,$68.00,$226.00,$38.80,15,
211,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3611.7,3606.9,2025-06-06 10:15:00 AM,2025-06-06 10:18:00 AM,GS,TP1,$45.60,$3717.60,$2.40,$0.00,$0.00,$0.00,$0.00,$22.00,$82.00,$36.40,4,
212,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3611.7,3606.9,2025-06-06 10:15:00 AM,2025-06-06 10:18:00 AM,GS,TP2,$45.60,$3763.20,$2.40,$0.00,$0.00,$0.00,$0.00,$22.00,$82.00,$36.40,4,
213,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3611.7,3603.5,2025-06-06 10:15:00 AM,2025-06-06 10:19:00 AM,GS,FullTake,$238.80,$4002.00,$7.20,$0.00,$0.00,$0.00,$0.00,$66.00,$246.00,$7.20,5,
214,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3653.3,3648.7,2025-06-17 10:32:00 AM,2025-06-17 10:35:00 AM,GS,TP1,$43.60,$4045.60,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$132.00,$88.40,4,
215,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3653.3,3648.7,2025-06-17 10:32:00 AM,2025-06-17 10:35:00 AM,GS,TP2,$43.60,$4089.20,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$132.00,$88.40,4,
216,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3653.3,3646.2,2025-06-17 10:32:00 AM,2025-06-17 10:37:00 AM,GS,TP3,$68.60,$4157.80,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$132.00,$63.40,6,
217,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3653.3,3642.0,2025-06-17 10:32:00 AM,2025-06-17 10:39:00 AM,GS,FullTake,$221.20,$4379.00,$4.80,$0.00,$0.00,$0.00,$0.00,$50.00,$264.00,$42.80,8,
218,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3584.6,3582.6,2025-06-26 10:25:00 AM,2025-06-26 10:30:00 AM,GS,TP1,$17.60,$4396.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$58.00,$40.40,6,
219,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3584.6,3580.1,2025-06-26 10:25:00 AM,2025-06-26 10:35:00 AM,GS,TP2,$42.60,$4439.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$58.00,$15.40,11,
220,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3584.6,3584.6,2025-06-26 10:25:00 AM,2025-06-26 10:44:00 AM,GS,Stop loss,-$7.20,$4432.00,$7.20,$0.00,$0.00,$0.00,$0.00,$45.00,$174.00,$181.20,20,
221,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3539.1,3536.4,2025-06-27 10:13:00 AM,2025-06-27 10:16:00 AM,GS,TP1,$24.60,$4456.60,$2.40,$0.00,$0.00,$0.00,$0.00,$18.00,$79.00,$54.40,4,
222,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3539.1,3534.8,2025-06-27 10:13:00 AM,2025-06-27 10:18:00 AM,GS,TP2,$40.60,$4497.20,$2.40,$0.00,$0.00,$0.00,$0.00,$18.00,$79.00,$38.40,6,
223,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3539.1,3532.7,2025-06-27 10:13:00 AM,2025-06-27 10:21:00 AM,GS,TP3,$61.60,$4558.80,$2.40,$0.00,$0.00,$0.00,$0.00,$18.00,$79.00,$17.40,9,
224,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3539.1,3538.7,2025-06-27 10:13:00 AM,2025-06-27 10:26:00 AM,GS,Stop loss,$3.20,$4562.00,$4.80,$0.00,$0.00,$0.00,$0.00,$36.00,$158.00,$154.80,14,
225,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3589.1,3592.0,2025-07-03 10:24:00 AM,2025-07-03 10:30:00 AM,GS,Stop loss,-$157.00,$4405.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$60.00,$217.00,7,
226,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3572.3,3570.5,2025-07-08 10:10:00 AM,2025-07-08 10:15:00 AM,GS,TP1,$15.60,$4420.60,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$114.00,$98.40,6,
227,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3572.3,3567.4,2025-07-08 10:10:00 AM,2025-07-08 10:24:00 AM,GS,TP2,$46.60,$4467.20,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$114.00,$67.40,15,
228,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3572.3,3565.3,2025-07-08 10:10:00 AM,2025-07-08 10:25:00 AM,GS,TP3,$67.60,$4534.80,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$114.00,$46.40,16,
229,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3572.3,3562.2,2025-07-08 10:10:00 AM,2025-07-08 10:39:00 AM,GS,FullTake,$197.20,$4732.00,$4.80,$0.00,$0.00,$0.00,$0.00,$34.00,$228.00,$30.80,30,
230,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3591.2,3588.9,2025-07-15 11:33:00 AM,2025-07-15 11:34:00 AM,GS,TP1,$20.60,$4752.60,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$40.00,$19.40,2,
231,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3591.2,3591.2,2025-07-15 11:33:00 AM,2025-07-15 11:39:00 AM,GS,Stop loss,-$9.60,$4743.00,$9.60,$0.00,$0.00,$0.00,$0.00,$12.00,$160.00,$169.60,7,
232,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3599.9,3603.2,2025-07-16 11:01:00 AM,2025-07-16 11:02:00 AM,GL_PB,TP1,$30.60,$4773.60,$2.40,$0.00,$0.00,$0.00,$0.00,$9.00,$114.00,$83.40,2,
233,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3599.9,3606.9,2025-07-16 11:01:00 AM,2025-07-16 11:05:00 AM,GL_PB,TP2,$67.60,$4841.20,$2.40,$0.00,$0.00,$0.00,$0.00,$9.00,$114.00,$46.40,5,
234,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3599.9,3606.9,2025-07-16 11:01:00 AM,2025-07-16 11:05:00 AM,GL_PB,TP3,$67.60,$4908.80,$2.40,$0.00,$0.00,$0.00,$0.00,$9.00,$114.00,$46.40,5,
235,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3599.9,3609.8,2025-07-16 11:01:00 AM,2025-07-16 11:07:00 AM,GL_PB,FullTake,$193.20,$5102.00,$4.80,$0.00,$0.00,$0.00,$0.00,$18.00,$228.00,$34.80,7,
236,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3668.6,3670.6,2025-07-21 10:35:00 AM,2025-07-21 10:43:00 AM,GL_B,TP1,$17.60,$5119.60,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$27.00,$9.40,9,
237,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3668.6,3665.5,2025-07-21 10:35:00 AM,2025-07-21 10:50:00 AM,GL_B,Stop loss,-$133.60,$4986.00,$9.60,$0.00,$0.00,$0.00,$0.00,$124.00,$108.00,$241.60,16,
238,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3692.4,3694.9,2025-07-22 10:33:00 AM,2025-07-22 10:34:00 AM,GL_B,TP1,$22.60,$5008.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$43.00,$20.40,2,
239,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3692.4,3692.4,2025-07-22 10:33:00 AM,2025-07-22 10:47:00 AM,GL_B,Stop loss,-$9.60,$4999.00,$9.60,$0.00,$0.00,$0.00,$0.00,$8.00,$172.00,$181.60,15,
240,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3660.9,3657.7,2025-07-23 12:01:00 PM,2025-07-23 12:02:00 PM,GS,TP1,$29.60,$5028.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$95.00,$65.40,2,
241,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3660.9,3651.7,2025-07-23 12:01:00 PM,2025-07-23 12:03:00 PM,GS,FullTake,$358.40,$5387.00,$9.60,$0.00,$0.00,$0.00,$0.00,$8.00,$380.00,$21.60,3,
242,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3582.4,3584.8,2025-07-29 10:48:00 AM,2025-07-29 11:07:00 AM,GL_B,TP1,$21.60,$5408.60,$2.40,$0.00,$0.00,$0.00,$0.00,$32.00,$48.00,$26.40,20,
243,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3582.4,3582.4,2025-07-29 10:48:00 AM,2025-07-29 11:15:00 AM,GL_B,Stop loss,-$9.60,$5399.00,$9.60,$0.00,$0.00,$0.00,$0.00,$128.00,$192.00,$201.60,28,
244,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3582.4,3579.3,2025-08-12 10:17:00 AM,2025-08-12 10:19:00 AM,GS,TP1,$28.60,$5427.60,$2.40,$0.00,$0.00,$0.00,$0.00,$6.00,$60.00,$31.40,3,
245,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3582.4,3578.0,2025-08-12 10:17:00 AM,2025-08-12 10:22:00 AM,GS,TP2,$41.60,$5469.20,$2.40,$0.00,$0.00,$0.00,$0.00,$6.00,$60.00,$18.40,6,
246,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3582.4,3582.4,2025-08-12 10:17:00 AM,2025-08-12 10:26:00 AM,GS,Stop loss,-$7.20,$5462.00,$7.20,$0.00,$0.00,$0.00,$0.00,$18.00,$180.00,$187.20,10,
247,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3584.4,3581.5,2025-08-14 10:07:00 AM,2025-08-14 10:09:00 AM,GS,TP1,$26.60,$5488.60,$2.40,$0.00,$0.00,$0.00,$0.00,$32.00,$48.00,$21.40,3,
248,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3584.4,3587.6,2025-08-14 10:07:00 AM,2025-08-14 10:18:00 AM,GS,Stop loss,-$137.60,$5351.00,$9.60,$0.00,$0.00,$0.00,$0.00,$128.00,$192.00,$329.60,12,
249,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3589.2,3593.5,2025-08-22 10:06:00 AM,2025-08-22 10:07:00 AM,GL_PB,TP1,$40.60,$5391.60,$2.40,$0.00,$0.00,$0.00,$0.00,$4.00,$81.00,$40.40,2,
250,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3589.2,3593.5,2025-08-22 10:06:00 AM,2025-08-22 10:06:03 AM,GL_PB,StallExit,$40.60,$5432.20,$2.40,$0.00,$0.00,$0.00,$0.00,$4.00,$81.00,$40.40,2,
251,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3589.2,3593.6,2025-08-22 10:06:00 AM,2025-08-22 10:06:15 AM,GL_PB,StallExit,$41.60,$5473.80,$2.40,$0.00,$0.00,$0.00,$0.00,$4.00,$81.00,$39.40,2,
252,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3589.2,3594.7,2025-08-22 10:06:00 AM,2025-08-22 10:06:27 AM,GL_PB,StallExit,$52.60,$5526.40,$2.40,$0.00,$0.00,$0.00,$0.00,$4.00,$81.00,$28.40,2,
253,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3589.2,3596.7,2025-08-22 10:06:00 AM,2025-08-22 10:08:00 AM,GL_PB,TP2,$72.60,$5599.00,$2.40,$0.00,$0.00,$0.00,$0.00,$4.00,$81.00,$8.40,3,
254,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3600.9,3604.7,2025-08-22 10:12:00 AM,2025-08-22 10:18:00 AM,GL_PB,TP1,$35.60,$5634.60,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$96.00,$60.40,7,
255,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3600.9,3604.7,2025-08-22 10:12:00 AM,2025-08-22 10:17:03 AM,GL_PB,StallExit,$35.60,$5670.20,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$96.00,$60.40,7,
256,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3600.9,3605.0,2025-08-22 10:12:00 AM,2025-08-22 10:17:15 AM,GL_PB,StallExit,$38.60,$5708.80,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$96.00,$57.40,7,
257,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3600.9,3603.7,2025-08-22 10:12:00 AM,2025-08-22 10:17:27 AM,GL_PB,StallExit,$25.60,$5734.40,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$96.00,$70.40,7,
258,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3600.9,3600.9,2025-08-22 10:12:00 AM,2025-08-22 10:24:00 AM,GL_PB,Stop loss,-$2.40,$5732.00,$2.40,$0.00,$0.00,$0.00,$0.00,$31.00,$96.00,$98.40,13,
259,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3636.1,3638.1,2025-08-27 11:13:00 AM,2025-08-27 11:18:00 AM,GL_B,TP1,$17.60,$5749.60,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$25.00,$7.40,6,
260,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3636.1,3638.1,2025-08-27 11:13:00 AM,2025-08-27 11:17:12 AM,GL_B,StallExit,$17.60,$5767.20,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$25.00,$7.40,6,
261,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3636.1,3638.3,2025-08-27 11:13:00 AM,2025-08-27 11:17:33 AM,GL_B,StallExit,$19.60,$5786.80,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$25.00,$5.40,6,
262,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3636.1,3638.4,2025-08-27 11:13:00 AM,2025-08-27 11:17:45 AM,GL_B,StallExit,$20.60,$5807.40,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$25.00,$4.40,6,
263,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3636.1,3636.1,2025-08-27 11:13:00 AM,2025-08-27 11:19:00 AM,GL_B,Stop loss,-$2.40,$5805.00,$2.40,$0.00,$0.00,$0.00,$0.00,$5.00,$25.00,$27.40,7,
264,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3690.3,3692.9,2025-08-29 10:03:00 AM,2025-08-29 10:11:00 AM,GL_B,TP1,$23.60,$5828.60,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$101.00,$77.40,9,
265,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3690.3,3692.9,2025-08-29 10:03:00 AM,2025-08-29 10:10:03 AM,GL_B,StallExit,$23.60,$5852.20,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$101.00,$77.40,9,
266,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3690.3,3693.8,2025-08-29 10:03:00 AM,2025-08-29 10:10:15 AM,GL_B,StallExit,$32.60,$5884.80,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$101.00,$68.40,9,
267,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3690.3,3694.7,2025-08-29 10:03:00 AM,2025-08-29 10:10:27 AM,GL_B,StallExit,$41.60,$5926.40,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$101.00,$59.40,9,
268,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3690.3,3700.4,2025-08-29 10:03:00 AM,2025-08-29 10:32:00 AM,GL_B,TP2,$98.60,$6025.00,$2.40,$0.00,$0.00,$0.00,$0.00,$17.00,$101.00,$2.40,30,
269,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3706.1,3703.4,2025-08-29 11:18:00 AM,2025-08-29 11:28:00 AM,GL_B,Stop loss,-$147.00,$5878.00,$12.00,$0.00,$0.00,$0.00,$0.00,$135.00,$55.00,$202.00,11,
270,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3792.3,3796.3,2025-09-04 10:06:00 AM,2025-09-04 10:06:00 AM,GS,Stop loss,-$212.00,$5666.00,$12.00,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$212.00,1,
271,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3881.4,3877.9,2025-09-08 11:03:00 AM,2025-09-08 11:08:00 AM,GL_B,Stop loss,-$187.00,$5479.00,$12.00,$0.00,$0.00,$0.00,$0.00,$175.00,$55.00,$242.00,6,
272,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3906.1,3910.0,2025-09-15 11:49:00 AM,2025-09-15 11:51:00 AM,GL_B,TP1,$36.60,$5515.60,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$74.00,$37.40,3,
273,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3906.1,3910.0,2025-09-15 11:49:00 AM,2025-09-15 11:50:03 AM,GL_B,StallExit,$36.60,$5552.20,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$74.00,$37.40,3,
274,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3906.1,3910.5,2025-09-15 11:49:00 AM,2025-09-15 11:50:18 AM,GL_B,StallExit,$41.60,$5593.80,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$74.00,$32.40,3,
275,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3906.1,3909.7,2025-09-15 11:49:00 AM,2025-09-15 11:50:30 AM,GL_B,StallExit,$33.60,$5627.40,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$74.00,$40.40,3,
276,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3906.1,3913.5,2025-09-15 11:49:00 AM,2025-09-15 11:55:00 AM,GL_B,Profit target,$71.60,$5699.00,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$74.00,$2.40,7,
277,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3915.9,3918.3,2025-09-15 11:56:00 AM,2025-09-15 11:59:00 AM,GL_B,TP1,$21.60,$5720.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$40.00,$18.40,4,
278,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3915.9,3918.3,2025-09-15 11:56:00 AM,2025-09-15 11:58:03 AM,GL_B,StallExit,$21.60,$5742.20,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$40.00,$18.40,4,
279,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3915.9,3918.5,2025-09-15 11:56:00 AM,2025-09-15 11:58:18 AM,GL_B,StallExit,$23.60,$5765.80,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$40.00,$16.40,4,
280,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3915.9,3918.2,2025-09-15 11:56:00 AM,2025-09-15 11:58:30 AM,GL_B,StallExit,$20.60,$5786.40,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$40.00,$19.40,4,
281,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3915.9,3915.9,2025-09-15 11:56:00 AM,2025-09-15 12:01:00 PM,GL_B,Stop loss,-$2.40,$5784.00,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$40.00,$42.40,6,
282,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3910.3,3912.3,2025-09-19 1:48:00 PM,2025-09-19 2:13:00 PM,GL_B,TP1,$17.60,$5801.60,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$60.00,$42.40,26,
283,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3910.3,3912.3,2025-09-19 1:48:00 PM,2025-09-19 2:12:03 PM,GL_B,StallExit,$17.60,$5819.20,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$60.00,$42.40,26,
284,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3910.3,3912.5,2025-09-19 1:48:00 PM,2025-09-19 2:12:15 PM,GL_B,StallExit,$19.60,$5838.80,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$60.00,$40.40,26,
285,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3910.3,3912.5,2025-09-19 1:48:00 PM,2025-09-19 2:12:33 PM,GL_B,StallExit,$19.60,$5858.40,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$60.00,$40.40,26,
286,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3910.3,3915.7,2025-09-19 1:48:00 PM,2025-09-19 3:01:00 PM,GL_B,Sell,$51.60,$5910.00,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$60.00,$8.40,74,
287,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3975.6,3977.7,2025-09-22 1:32:00 PM,2025-09-22 1:41:00 PM,GL_B,TP1,$18.60,$5928.60,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$47.00,$28.40,10,
288,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3975.6,3977.7,2025-09-22 1:32:00 PM,2025-09-22 1:40:03 PM,GL_B,StallExit,$18.60,$5947.20,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$47.00,$28.40,10,
289,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3975.6,3977.9,2025-09-22 1:32:00 PM,2025-09-22 1:40:15 PM,GL_B,StallExit,$20.60,$5967.80,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$47.00,$26.40,10,
290,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3975.6,3978.3,2025-09-22 1:32:00 PM,2025-09-22 1:40:27 PM,GL_B,StallExit,$24.60,$5992.40,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$47.00,$22.40,10,
291,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3975.6,3978.2,2025-09-22 1:32:00 PM,2025-09-22 2:31:00 PM,GL_B,Stop loss,$23.60,$6016.00,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$47.00,$23.40,60,
292,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3973.8,3976.4,2025-09-24 11:43:00 AM,2025-09-24 11:50:00 AM,GS,Stop loss,-$142.00,$5874.00,$12.00,$0.00,$0.00,$0.00,$0.00,$130.00,$70.00,$212.00,8,
293,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3970.8,3973.2,2025-09-24 12:00:00 PM,2025-09-24 12:02:00 PM,GS,Stop loss,-$132.00,$5742.00,$12.00,$0.00,$0.00,$0.00,$0.00,$120.00,$45.00,$177.00,3,
294,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3999.9,4002.8,2025-09-26 10:10:00 AM,2025-09-26 10:11:00 AM,GL_B,TP1,$26.60,$5768.60,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$124.00,$97.40,2,
295,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3999.9,4002.8,2025-09-26 10:10:00 AM,2025-09-26 10:10:03 AM,GL_B,StallExit,$26.60,$5795.20,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$124.00,$97.40,2,
296,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3999.9,4002.2,2025-09-26 10:10:00 AM,2025-09-26 10:10:15 AM,GL_B,StallExit,$20.60,$5815.80,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$124.00,$103.40,2,
297,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3999.9,4001.4,2025-09-26 10:10:00 AM,2025-09-26 10:10:27 AM,GL_B,StallExit,$12.60,$5828.40,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$124.00,$111.40,2,
298,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3999.9,4005.7,2025-09-26 10:10:00 AM,2025-09-26 10:30:00 AM,GL_B,Stop loss,$55.60,$5884.00,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$124.00,$68.40,21,
299,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4078.9,4076.7,2025-10-02 10:36:00 AM,2025-10-02 10:37:00 AM,GS,TP1,$19.60,$5903.60,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$148.00,$128.40,2,
300,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4078.9,4076.7,2025-10-02 10:36:00 AM,2025-10-02 10:36:03 AM,GS,StallExit,$19.60,$5923.20,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$148.00,$128.40,2,
301,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4078.9,4076.2,2025-10-02 10:36:00 AM,2025-10-02 10:36:33 AM,GS,StallExit,$24.60,$5947.80,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$148.00,$123.40,2,
302,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4078.9,4076.8,2025-10-02 10:36:00 AM,2025-10-02 10:36:45 AM,GS,StallExit,$18.60,$5966.40,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$148.00,$129.40,2,
303,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4078.9,4065.0,2025-10-02 10:36:00 AM,2025-10-02 10:39:00 AM,GS,TP2,$136.60,$6103.00,$2.40,$0.00,$0.00,$0.00,$0.00,$11.00,$148.00,$11.40,4,
